ID,Date,Temperature,Humidity,Humex,CO2,Bright
1621,2017-10-08 11:50:00,22.1,44.0,23.0,444.0,18.0
1622,2017-10-08 12:20:00,22.1,43.0,22.9,432.0,41.0
1623,2017-10-08 12:50:00,22.2,43.0,23.0,436.0,17.0
1624,2017-10-08 13:20:00,22.2,43.0,23.0,427.0,30.0
1625,2017-10-08 13:50:00,22.3,43.0,23.2,431.0,14.0
1626,2017-10-08 14:20:00,22.3,43.0,23.2,412.0,6.0
1627,2017-10-08 14:50:00,22.3,43.0,23.2,416.0,23.0
1628,2017-10-08 15:20:00,22.3,43.0,23.2,421.0,21.0
1629,2017-10-08 15:50:00,22.4,44.0,23.5,410.0,28.0
1630,2017-10-08 16:20:00,22.4,43.0,23.3,426.0,16.0
1631,2017-10-08 16:50:00,22.4,43.0,23.3,414.0,13.0
1632,2017-10-08 17:20:00,22.4,43.0,23.3,409.0,3.0
1633,2017-10-08 17:50:00,22.4,44.0,23.5,425.0,2.0
1634,2017-10-08 18:20:00,22.3,44.0,23.3,417.0,2.0
1635,2017-10-08 18:50:00,22.2,44.0,23.2,418.0,1.0
1636,2017-10-08 19:20:00,22.2,44.0,23.2,415.0,1.0
1637,2017-10-08 19:50:00,22.1,44.0,23.0,434.0,1.0
1638,2017-10-08 20:20:00,22.1,44.0,23.0,425.0,1.0
1639,2017-10-08 20:50:00,22.0,45.0,23.0,430.0,1.0
1640,2017-10-08 21:20:00,21.9,44.0,22.8,432.0,1.0
1641,2017-10-08 21:50:00,21.9,45.0,22.9,427.0,1.0
1642,2017-10-08 22:20:00,21.8,45.0,22.8,437.0,1.0
1643,2017-10-08 22:50:00,21.8,45.0,22.8,429.0,1.0
1644,2017-10-08 23:20:00,21.8,45.0,22.8,428.0,1.0
1645,2017-10-08 23:50:00,21.7,45.0,22.6,437.0,1.0
1646,2017-10-09 00:20:00,21.7,44.0,22.5,435.0,1.0
1647,2017-10-09 00:50:00,21.7,44.0,22.5,430.0,1.0
1648,2017-10-09 01:20:00,21.7,44.0,22.5,435.0,1.0
1649,2017-10-09 01:50:00,21.7,44.0,22.5,446.0,1.0
1650,2017-10-09 02:20:00,21.7,44.0,22.5,434.0,1.0
1651,2017-10-09 02:50:00,21.6,44.0,22.3,437.0,1.0
1652,2017-10-09 03:20:00,21.6,44.0,22.3,431.0,1.0
1653,2017-10-09 03:50:00,21.6,45.0,22.5,435.0,1.0
1654,2017-10-09 04:20:00,21.6,45.0,22.5,441.0,1.0
1655,2017-10-09 04:50:00,21.6,45.0,22.5,443.0,1.0
1656,2017-10-09 05:20:00,21.5,45.0,22.3,450.0,1.0
1657,2017-10-09 05:50:00,21.5,45.0,22.3,450.0,1.0
1658,2017-10-09 06:20:00,21.5,45.0,22.3,443.0,1.0
1659,2017-10-09 06:50:00,21.5,46.0,22.5,459.0,1.0
1660,2017-10-09 07:20:00,21.5,46.0,22.5,449.0,2.0
1661,2017-10-09 07:50:00,21.6,46.0,22.6,509.0,2.0
1662,2017-10-09 08:20:00,21.7,47.0,22.9,578.0,9.0
1663,2017-10-09 08:50:00,21.9,47.0,23.2,607.0,16.0
1664,2017-10-09 09:20:00,22.0,47.0,23.3,661.0,25.0
1665,2017-10-09 09:50:00,22.3,48.0,23.9,730.0,117.0
1666,2017-10-09 10:20:00,22.7,48.0,24.5,764.0,40.0
1667,2017-10-09 10:50:00,22.9,48.0,24.8,825.0,116.0
1668,2017-10-09 11:20:00,23.3,47.0,25.2,861.0,109.0
1669,2017-10-09 11:50:00,23.5,46.0,25.3,857.0,92.0
1670,2017-10-09 12:20:00,23.6,46.0,25.5,804.0,70.0
1671,2017-10-09 12:50:00,23.6,45.0,25.3,775.0,53.0
1672,2017-10-09 13:20:00,23.6,45.0,25.3,760.0,54.0
1673,2017-10-09 13:50:00,23.9,43.0,25.4,713.0,85.0
1674,2017-10-09 14:20:00,24.1,43.0,25.7,752.0,45.0
1675,2017-10-09 14:50:00,24.2,43.0,25.9,937.0,34.0
1676,2017-10-09 15:20:00,24.2,42.0,25.7,849.0,33.0
1677,2017-10-09 15:50:00,24.3,42.0,25.8,904.0,34.0
1678,2017-10-09 16:20:00,24.4,42.0,26.0,906.0,32.0
1679,2017-10-09 16:50:00,24.4,41.0,25.8,831.0,20.0
1680,2017-10-09 17:20:00,24.4,41.0,25.8,761.0,15.0
1681,2017-10-09 17:50:00,24.2,41.0,25.5,695.0,11.0
1682,2017-10-09 18:20:00,24.0,41.0,25.2,652.0,9.0
1683,2017-10-09 18:50:00,23.7,42.0,25.0,593.0,2.0
1684,2017-10-09 19:20:00,23.4,42.0,24.6,555.0,1.0
1685,2017-10-09 19:50:00,23.2,43.0,24.4,526.0,1.0
1686,2017-10-09 20:20:00,23.0,43.0,24.2,497.0,1.0
1687,2017-10-09 20:50:00,22.9,43.0,24.0,479.0,1.0
1688,2017-10-09 21:20:00,22.8,44.0,24.0,469.0,1.0
1689,2017-10-09 21:50:00,22.6,44.0,23.7,461.0,1.0
1690,2017-10-09 22:20:00,22.5,44.0,23.6,466.0,1.0
1691,2017-10-09 22:50:00,22.5,44.0,23.6,458.0,1.0
1692,2017-10-09 23:20:00,22.3,44.0,23.3,455.0,1.0
1693,2017-10-09 23:50:00,22.3,44.0,23.3,446.0,1.0
1694,2017-10-10 00:20:00,22.2,44.0,23.2,449.0,1.0
1695,2017-10-10 00:50:00,22.2,44.0,23.2,438.0,1.0
1696,2017-10-10 01:20:00,22.1,44.0,23.0,449.0,1.0
1697,2017-10-10 01:50:00,22.1,44.0,23.0,434.0,1.0
1698,2017-10-10 02:20:00,22.0,44.0,22.9,444.0,1.0
1699,2017-10-10 02:50:00,22.0,44.0,22.9,431.0,1.0
1700,2017-10-10 03:20:00,22.0,44.0,22.9,438.0,1.0
1701,2017-10-10 03:50:00,21.9,44.0,22.8,426.0,1.0
1702,2017-10-10 04:20:00,21.8,44.0,22.6,441.0,1.0
1703,2017-10-10 04:50:00,21.9,44.0,22.8,438.0,1.0
1704,2017-10-10 05:20:00,21.8,44.0,22.6,437.0,1.0
1705,2017-10-10 05:50:00,21.8,44.0,22.6,441.0,1.0
1706,2017-10-10 06:20:00,21.7,44.0,22.5,436.0,1.0
1707,2017-10-10 06:50:00,21.7,44.0,22.5,446.0,1.0
1708,2017-10-10 07:20:00,21.6,44.0,22.3,479.0,2.0
1709,2017-10-10 07:50:00,21.7,44.0,22.5,509.0,2.0
1710,2017-10-10 08:20:00,21.8,44.0,22.6,624.0,14.0
1711,2017-10-10 08:50:00,22.1,45.0,23.2,768.0,23.0
1712,2017-10-10 09:20:00,22.4,45.0,23.6,904.0,57.0
1713,2017-10-10 09:50:00,22.8,45.0,24.2,1063.0,102.0
1714,2017-10-10 10:20:00,23.1,45.0,24.6,1143.0,109.0
1715,2017-10-10 10:50:00,23.3,45.0,24.9,1202.0,106.0
1716,2017-10-10 11:20:00,23.6,45.0,25.3,1273.0,105.0
1717,2017-10-10 11:50:00,23.8,45.0,25.6,1249.0,90.0
1718,2017-10-10 12:20:00,23.9,45.0,25.8,1226.0,71.0
1719,2017-10-10 12:50:00,24.0,45.0,25.9,1206.0,49.0
1720,2017-10-10 13:20:00,24.0,45.0,25.9,1266.0,45.0
1721,2017-10-10 13:50:00,24.1,45.0,26.1,1184.0,66.0
1722,2017-10-10 14:20:00,24.4,44.0,26.3,1298.0,105.0
1723,2017-10-10 14:50:00,24.8,44.0,26.9,1301.0,135.0
1724,2017-10-10 15:20:00,25.4,43.0,27.6,1306.0,183.0
1725,2017-10-10 15:50:00,25.5,43.0,27.8,1338.0,45.0
1726,2017-10-10 16:20:00,25.3,43.0,27.5,1332.0,39.0
1727,2017-10-10 16:50:00,25.2,43.0,27.3,1341.0,38.0
1728,2017-10-10 17:20:00,24.9,43.0,26.9,1211.0,19.0
1729,2017-10-10 17:50:00,24.7,43.0,26.6,1136.0,25.0
1730,2017-10-10 18:20:00,24.5,43.0,26.3,1055.0,12.0
1731,2017-10-10 18:50:00,24.3,43.0,26.0,910.0,2.0
1732,2017-10-10 19:20:00,24.0,43.0,25.6,801.0,1.0
1733,2017-10-10 19:50:00,23.7,43.0,25.1,690.0,1.0
1734,2017-10-10 20:20:00,23.5,42.0,24.7,625.0,1.0
1735,2017-10-10 20:50:00,23.4,43.0,24.7,585.0,1.0
1736,2017-10-10 21:20:00,23.2,43.0,24.4,570.0,1.0
1737,2017-10-10 21:50:00,23.1,43.0,24.3,523.0,1.0
1738,2017-10-10 22:20:00,23.0,43.0,24.2,504.0,1.0
1739,2017-10-10 22:50:00,22.9,43.0,24.0,515.0,1.0
1740,2017-10-10 23:20:00,22.9,44.0,24.2,501.0,1.0
1741,2017-10-10 23:50:00,22.7,44.0,23.9,495.0,1.0
1742,2017-10-11 00:20:00,22.7,44.0,23.9,489.0,1.0
1743,2017-10-11 00:50:00,22.6,44.0,23.7,487.0,1.0
1744,2017-10-11 01:20:00,22.6,44.0,23.7,487.0,1.0
1745,2017-10-11 01:50:00,22.5,44.0,23.6,485.0,1.0
1746,2017-10-11 02:20:00,22.5,44.0,23.6,480.0,1.0
1747,2017-10-11 02:50:00,22.3,44.0,23.3,467.0,1.0
1748,2017-10-11 03:20:00,22.3,44.0,23.3,463.0,1.0
1749,2017-10-11 03:50:00,22.3,44.0,23.3,465.0,1.0
1750,2017-10-11 04:20:00,22.2,44.0,23.2,463.0,1.0
1751,2017-10-11 04:50:00,22.2,44.0,23.2,478.0,1.0
1752,2017-10-11 05:20:00,22.1,44.0,23.0,456.0,1.0
1753,2017-10-11 05:50:00,22.0,44.0,22.9,472.0,1.0
1754,2017-10-11 06:20:00,21.9,43.0,22.6,481.0,1.0
1755,2017-10-11 06:50:00,21.9,43.0,22.6,466.0,1.0
1756,2017-10-11 07:20:00,21.9,43.0,22.6,491.0,1.0
1757,2017-10-11 07:50:00,21.8,43.0,22.5,496.0,3.0
1758,2017-10-11 08:20:00,22.0,44.0,22.9,613.0,5.0
1759,2017-10-11 08:50:00,22.3,44.0,23.3,740.0,23.0
1760,2017-10-11 09:20:00,22.5,44.0,23.6,806.0,57.0
1761,2017-10-11 09:50:00,22.8,44.0,24.0,956.0,98.0
1762,2017-10-11 10:20:00,23.1,44.0,24.5,1096.0,76.0
1763,2017-10-11 10:50:00,23.4,44.0,24.9,1142.0,79.0
1764,2017-10-11 11:20:00,23.7,44.0,25.3,1185.0,85.0
1765,2017-10-11 11:50:00,23.8,43.0,25.3,1191.0,76.0
1766,2017-10-11 12:20:00,23.9,43.0,25.4,1176.0,59.0
1767,2017-10-11 12:50:00,24.0,43.0,25.6,1110.0,41.0
1768,2017-10-11 13:20:00,24.0,43.0,25.6,1119.0,40.0
1769,2017-10-11 13:50:00,24.2,43.0,25.9,1033.0,59.0
1770,2017-10-11 14:20:00,24.5,42.0,26.1,1069.0,94.0
1771,2017-10-11 14:50:00,24.9,42.0,26.7,1106.0,123.0
1772,2017-10-11 15:20:00,25.4,41.0,27.2,971.0,150.0
1773,2017-10-11 15:50:00,25.3,40.0,26.9,777.0,36.0
1774,2017-10-11 16:20:00,25.1,39.0,26.5,684.0,32.0
1775,2017-10-11 16:50:00,25.0,40.0,26.5,834.0,27.0
1776,2017-10-11 17:20:00,24.9,41.0,26.5,885.0,22.0
1777,2017-10-11 17:50:00,24.8,41.0,26.4,864.0,18.0
1778,2017-10-11 18:20:00,24.6,41.0,26.1,831.0,11.0
1779,2017-10-11 18:50:00,24.4,41.0,25.8,791.0,2.0
1780,2017-10-11 19:20:00,24.4,41.0,25.8,750.0,1.0
1781,2017-10-11 19:50:00,24.1,41.0,25.4,649.0,1.0
1782,2017-10-11 20:20:00,23.9,41.0,25.1,589.0,1.0
1783,2017-10-11 20:50:00,23.8,42.0,25.1,555.0,1.0
1784,2017-10-11 21:20:00,23.6,42.0,24.8,531.0,1.0
1785,2017-10-11 21:50:00,23.5,42.0,24.7,506.0,1.0
1786,2017-10-11 22:20:00,23.5,43.0,24.9,494.0,1.0
1787,2017-10-11 22:50:00,23.4,43.0,24.7,481.0,1.0
1788,2017-10-11 23:20:00,23.4,43.0,24.7,471.0,1.0
1789,2017-10-11 23:50:00,23.3,44.0,24.7,468.0,1.0
1790,2017-10-12 00:20:00,23.2,44.0,24.6,441.0,1.0
1791,2017-10-12 00:50:00,23.2,45.0,24.8,451.0,1.0
1792,2017-10-12 01:20:00,23.2,45.0,24.8,441.0,1.0
1793,2017-10-12 01:50:00,23.1,46.0,24.8,436.0,1.0
1794,2017-10-12 02:20:00,23.0,46.0,24.6,446.0,1.0
1795,2017-10-12 02:50:00,23.1,47.0,24.9,447.0,1.0
1796,2017-10-12 03:20:00,23.0,47.0,24.8,438.0,1.0
1797,2017-10-12 03:50:00,23.0,48.0,24.9,439.0,1.0
1798,2017-10-12 04:20:00,22.9,48.0,24.8,427.0,1.0
1799,2017-10-12 04:50:00,22.9,49.0,25.0,432.0,1.0
1800,2017-10-12 05:20:00,22.9,49.0,25.0,432.0,1.0
1801,2017-10-12 05:50:00,22.8,49.0,24.8,432.0,1.0
1802,2017-10-12 06:20:00,22.8,49.0,24.8,433.0,1.0
1803,2017-10-12 06:50:00,22.8,49.0,24.8,438.0,1.0
1804,2017-10-12 07:20:00,22.8,49.0,24.8,472.0,1.0
1805,2017-10-12 07:50:00,22.9,49.0,25.0,507.0,76.0
1806,2017-10-12 08:20:00,23.3,49.0,25.5,645.0,91.0
1807,2017-10-12 08:50:00,23.5,49.0,25.8,701.0,99.0
1808,2017-10-12 09:20:00,23.9,49.0,26.4,822.0,124.0
1809,2017-10-12 09:50:00,24.2,50.0,27.1,930.0,110.0
1810,2017-10-12 10:20:00,24.5,49.0,27.3,871.0,144.0
1811,2017-10-12 10:50:00,24.7,49.0,27.6,883.0,152.0
1812,2017-10-12 11:20:00,24.9,48.0,27.8,930.0,157.0
1813,2017-10-12 11:50:00,25.1,47.0,27.9,908.0,154.0
1814,2017-10-12 12:20:00,25.2,47.0,28.0,890.0,136.0
1815,2017-10-12 12:50:00,25.2,47.0,28.0,909.0,123.0
1816,2017-10-12 13:20:00,25.3,46.0,28.0,852.0,121.0
1817,2017-10-12 13:50:00,25.4,45.0,28.0,725.0,139.0
1818,2017-10-12 14:20:00,25.7,44.0,28.2,771.0,165.0
1819,2017-10-12 14:50:00,26.1,43.0,28.6,793.0,194.0
1820,2017-10-12 15:20:00,26.5,40.0,28.7,680.0,219.0
1821,2017-10-12 15:50:00,26.5,40.0,28.7,688.0,117.0
1822,2017-10-12 16:20:00,26.3,40.0,28.4,687.0,111.0
1823,2017-10-12 16:50:00,26.2,40.0,28.2,708.0,107.0
1824,2017-10-12 17:20:00,25.9,39.0,27.6,581.0,103.0
1825,2017-10-12 17:50:00,25.7,40.0,27.5,560.0,87.0
1826,2017-10-12 18:20:00,25.4,40.0,27.1,539.0,4.0
1827,2017-10-12 18:50:00,25.1,41.0,26.8,556.0,2.0
1828,2017-10-12 19:20:00,24.9,41.0,26.5,528.0,1.0
1829,2017-10-12 19:50:00,24.6,42.0,26.3,490.0,1.0
1830,2017-10-12 20:20:00,24.3,43.0,26.0,431.0,1.0
1831,2017-10-12 20:50:00,24.0,44.0,25.7,454.0,1.0
1832,2017-10-12 21:20:00,23.7,45.0,25.5,439.0,1.0
1833,2017-10-12 21:50:00,23.6,45.0,25.3,448.0,1.0
1834,2017-10-12 22:20:00,23.3,46.0,25.1,442.0,1.0
1835,2017-10-12 22:50:00,23.2,47.0,25.1,454.0,1.0
1836,2017-10-12 23:20:00,23.1,47.0,24.9,457.0,1.0
1837,2017-10-12 23:50:00,22.9,48.0,24.8,470.0,1.0
1838,2017-10-13 00:20:00,22.7,48.0,24.5,449.0,1.0
1839,2017-10-13 00:50:00,22.6,48.0,24.4,452.0,1.0
1840,2017-10-13 01:20:00,22.4,48.0,24.1,453.0,1.0
1841,2017-10-13 01:50:00,22.3,49.0,24.1,447.0,1.0
1842,2017-10-13 02:20:00,22.2,49.0,23.9,437.0,1.0
1843,2017-10-13 02:50:00,22.1,49.0,23.8,445.0,1.0
1844,2017-10-13 03:20:00,22.0,49.0,23.6,466.0,1.0
1845,2017-10-13 03:50:00,22.0,50.0,23.8,467.0,1.0
1846,2017-10-13 04:20:00,21.8,50.0,23.5,465.0,1.0
1847,2017-10-13 04:50:00,21.7,50.0,23.4,449.0,1.0
1848,2017-10-13 05:20:00,21.6,50.0,23.2,472.0,1.0
1849,2017-10-13 05:50:00,21.5,50.0,23.1,474.0,1.0
1850,2017-10-13 06:20:00,21.5,50.0,23.1,477.0,1.0
1851,2017-10-13 06:50:00,21.4,50.0,22.9,479.0,1.0
1852,2017-10-13 07:20:00,21.6,49.0,23.1,497.0,2.0
1853,2017-10-13 07:50:00,21.8,49.0,23.4,539.0,2.0
1854,2017-10-13 08:20:00,22.3,49.0,24.1,702.0,91.0
1855,2017-10-13 08:50:00,22.8,48.0,24.6,736.0,103.0
1856,2017-10-13 09:20:00,23.2,47.0,25.1,819.0,139.0
1857,2017-10-13 09:50:00,23.6,47.0,25.7,971.0,175.0
1858,2017-10-13 10:20:00,24.1,47.0,26.4,1003.0,167.0
1859,2017-10-13 10:50:00,24.4,46.0,26.7,963.0,182.0
1860,2017-10-13 11:20:00,24.7,45.0,26.9,926.0,183.0
1861,2017-10-13 11:50:00,24.8,46.0,27.3,955.0,173.0
1862,2017-10-13 12:20:00,25.0,45.0,27.4,947.0,153.0
1863,2017-10-13 12:50:00,25.1,45.0,27.5,959.0,132.0
1864,2017-10-13 13:20:00,25.2,45.0,27.7,930.0,135.0
1865,2017-10-13 13:50:00,25.2,44.0,27.5,890.0,151.0
1866,2017-10-13 14:20:00,25.6,44.0,28.1,990.0,177.0
1867,2017-10-13 14:50:00,26.1,44.0,28.8,993.0,214.0
1868,2017-10-13 15:20:00,26.6,43.0,29.4,976.0,224.0
1869,2017-10-13 15:50:00,26.6,40.0,28.8,848.0,122.0
1870,2017-10-13 16:20:00,26.3,40.0,28.4,768.0,120.0
1871,2017-10-13 16:50:00,26.1,40.0,28.1,776.0,105.0
1872,2017-10-13 17:20:00,26.0,40.0,27.9,726.0,108.0
1873,2017-10-13 17:50:00,25.8,40.0,27.6,679.0,105.0
1874,2017-10-13 18:20:00,25.6,40.0,27.4,663.0,3.0
1875,2017-10-13 18:50:00,25.2,40.0,26.8,648.0,2.0
1876,2017-10-13 19:20:00,25.0,41.0,26.7,607.0,1.0
1877,2017-10-13 19:50:00,24.7,41.0,26.2,565.0,1.0
1878,2017-10-13 20:20:00,24.6,42.0,26.3,544.0,1.0
1879,2017-10-13 20:50:00,24.4,43.0,26.2,530.0,1.0
1880,2017-10-13 21:20:00,24.3,43.0,26.0,520.0,1.0
1881,2017-10-13 21:50:00,24.2,43.0,25.9,518.0,1.0
1882,2017-10-13 22:20:00,24.1,44.0,25.9,517.0,1.0
1883,2017-10-13 22:50:00,24.0,44.0,25.7,500.0,1.0
1884,2017-10-13 23:20:00,23.9,45.0,25.8,494.0,1.0
1885,2017-10-13 23:50:00,23.9,45.0,25.8,506.0,1.0
1886,2017-10-14 00:20:00,23.8,45.0,25.6,476.0,1.0
1887,2017-10-14 00:50:00,23.7,45.0,25.5,491.0,1.0
1888,2017-10-14 01:20:00,23.7,45.0,25.5,491.0,1.0
1889,2017-10-14 01:50:00,23.7,45.0,25.5,468.0,1.0
1890,2017-10-14 02:20:00,23.6,45.0,25.3,478.0,1.0
1891,2017-10-14 02:50:00,23.5,45.0,25.2,473.0,1.0
1892,2017-10-14 03:20:00,23.5,46.0,25.3,464.0,1.0
1893,2017-10-14 03:50:00,23.4,46.0,25.2,488.0,1.0
1894,2017-10-14 04:20:00,23.3,46.0,25.1,485.0,1.0
1895,2017-10-14 04:50:00,23.3,46.0,25.1,496.0,1.0
1896,2017-10-14 05:20:00,23.2,46.0,24.9,505.0,1.0
1897,2017-10-14 05:50:00,23.2,46.0,24.9,487.0,1.0
1898,2017-10-14 06:20:00,23.2,46.0,24.9,492.0,1.0
1899,2017-10-14 06:50:00,23.1,45.0,24.6,495.0,1.0
1900,2017-10-14 07:20:00,23.1,45.0,24.6,490.0,1.0
1901,2017-10-14 07:50:00,23.0,45.0,24.5,492.0,1.0
1902,2017-10-14 08:20:00,22.9,44.0,24.2,517.0,3.0
1903,2017-10-14 08:50:00,22.9,44.0,24.2,520.0,9.0
1904,2017-10-14 09:20:00,22.9,44.0,24.2,525.0,42.0
1905,2017-10-14 09:50:00,22.9,43.0,24.0,503.0,76.0
1906,2017-10-14 10:20:00,22.9,44.0,24.2,518.0,18.0
1907,2017-10-14 10:50:00,23.0,44.0,24.3,507.0,52.0
1908,2017-10-14 11:20:00,23.0,43.0,24.2,512.0,90.0
1909,2017-10-14 11:50:00,23.2,43.0,24.4,484.0,80.0
1910,2017-10-14 12:20:00,23.3,43.0,24.6,491.0,58.0
1911,2017-10-14 12:50:00,23.4,44.0,24.9,477.0,34.0
1912,2017-10-14 13:20:00,23.4,44.0,24.9,453.0,31.0
1913,2017-10-14 13:50:00,23.6,44.0,25.2,438.0,51.0
1914,2017-10-14 14:20:00,23.8,44.0,25.5,437.0,84.0
1915,2017-10-14 14:50:00,24.2,44.0,26.0,443.0,123.0
1916,2017-10-14 15:20:00,24.6,43.0,26.4,442.0,127.0
1917,2017-10-14 15:50:00,24.7,43.0,26.6,425.0,23.0
1918,2017-10-14 16:20:00,24.5,43.0,26.3,428.0,18.0
1919,2017-10-14 16:50:00,24.4,43.0,26.2,436.0,13.0
1920,2017-10-14 17:20:00,24.2,44.0,26.0,443.0,9.0
1921,2017-10-14 17:50:00,24.2,44.0,26.0,445.0,6.0
1922,2017-10-14 18:20:00,24.1,44.0,25.9,433.0,3.0
1923,2017-10-14 18:50:00,24.0,44.0,25.7,431.0,2.0
1924,2017-10-14 19:20:00,24.0,45.0,25.9,435.0,1.0
1925,2017-10-14 19:50:00,23.9,45.0,25.8,434.0,1.0
1926,2017-10-14 20:20:00,23.8,45.0,25.6,427.0,1.0
1927,2017-10-14 20:50:00,23.7,46.0,25.6,438.0,1.0
1928,2017-10-14 21:20:00,23.7,46.0,25.6,434.0,1.0
1929,2017-10-14 21:50:00,23.6,46.0,25.5,430.0,1.0
1930,2017-10-14 22:20:00,23.6,47.0,25.7,435.0,1.0
1931,2017-10-14 22:50:00,23.6,47.0,25.7,439.0,1.0
1932,2017-10-14 23:20:00,23.6,47.0,25.7,446.0,1.0
1933,2017-10-14 23:50:00,23.5,47.0,25.5,453.0,1.0
1934,2017-10-15 00:20:00,23.4,47.0,25.4,440.0,1.0
1935,2017-10-15 00:50:00,23.4,48.0,25.5,458.0,1.0
1936,2017-10-15 01:20:00,23.3,48.0,25.4,453.0,1.0
1937,2017-10-15 01:50:00,23.3,48.0,25.4,458.0,1.0
1938,2017-10-15 02:20:00,23.2,48.0,25.2,462.0,1.0
1939,2017-10-15 02:50:00,23.1,48.0,25.1,455.0,1.0
1940,2017-10-15 03:20:00,23.1,48.0,25.1,476.0,1.0
1941,2017-10-15 03:50:00,23.0,48.0,24.9,440.0,1.0
1942,2017-10-15 04:20:00,23.0,48.0,24.9,447.0,1.0
1943,2017-10-15 04:50:00,23.0,48.0,24.9,464.0,1.0
1944,2017-10-15 05:20:00,22.9,48.0,24.8,452.0,1.0
1945,2017-10-15 05:50:00,22.9,48.0,24.8,455.0,1.0
1946,2017-10-15 06:20:00,22.9,48.0,24.8,481.0,1.0
1947,2017-10-15 06:50:00,22.9,48.0,24.8,472.0,1.0
1948,2017-10-15 07:20:00,22.8,48.0,24.6,473.0,1.0
1949,2017-10-15 07:50:00,22.7,48.0,24.5,478.0,1.0
1950,2017-10-15 08:20:00,22.8,48.0,24.6,478.0,3.0
1951,2017-10-15 08:50:00,22.8,48.0,24.6,497.0,8.0
1952,2017-10-15 09:20:00,22.8,48.0,24.6,470.0,33.0
1953,2017-10-15 09:50:00,22.9,49.0,25.0,485.0,74.0
1954,2017-10-15 10:20:00,23.0,49.0,25.1,461.0,94.0
1955,2017-10-15 10:50:00,23.1,49.0,25.2,444.0,85.0
1956,2017-10-15 11:20:00,23.2,49.0,25.4,437.0,87.0
1957,2017-10-15 11:50:00,23.3,49.0,25.5,431.0,79.0
1958,2017-10-15 12:20:00,23.4,49.0,25.7,438.0,56.0
1959,2017-10-15 12:50:00,23.5,49.0,25.8,425.0,33.0
1960,2017-10-15 13:20:00,23.5,49.0,25.8,427.0,30.0
1961,2017-10-15 13:50:00,23.6,49.0,26.0,422.0,50.0
1962,2017-10-15 14:20:00,23.9,48.0,26.3,424.0,84.0
1963,2017-10-15 14:50:00,24.2,46.0,26.4,418.0,123.0
1964,2017-10-15 15:20:00,24.6,45.0,26.8,416.0,104.0
1965,2017-10-15 15:50:00,24.7,45.0,26.9,407.0,23.0
1966,2017-10-15 16:20:00,24.4,45.0,26.5,418.0,17.0
1967,2017-10-15 16:50:00,24.3,45.0,26.4,429.0,13.0
1968,2017-10-15 17:20:00,24.2,44.0,26.0,429.0,9.0
1969,2017-10-15 17:50:00,24.1,44.0,25.9,425.0,6.0
1970,2017-10-15 18:20:00,24.0,43.0,25.6,424.0,3.0
1971,2017-10-15 18:50:00,24.0,42.0,25.4,431.0,2.0
1972,2017-10-15 19:20:00,24.0,43.0,25.6,424.0,1.0
1973,2017-10-15 19:50:00,23.8,43.0,25.3,434.0,1.0
1974,2017-10-15 20:20:00,23.8,43.0,25.3,426.0,1.0
1975,2017-10-15 20:50:00,23.7,44.0,25.3,431.0,1.0
1976,2017-10-15 21:20:00,23.7,44.0,25.3,427.0,1.0
1977,2017-10-15 21:50:00,23.7,45.0,25.5,447.0,1.0
1978,2017-10-15 22:20:00,23.7,45.0,25.5,436.0,1.0
1979,2017-10-15 22:50:00,23.6,46.0,25.5,433.0,1.0
1980,2017-10-15 23:20:00,23.5,46.0,25.3,444.0,1.0
1981,2017-10-15 23:50:00,23.5,46.0,25.3,421.0,1.0
1982,2017-10-16 00:20:00,23.5,47.0,25.5,433.0,1.0
1983,2017-10-16 00:50:00,23.5,47.0,25.5,431.0,1.0
1984,2017-10-16 01:20:00,23.4,47.0,25.4,434.0,1.0
1985,2017-10-16 01:50:00,23.4,47.0,25.4,450.0,1.0
1986,2017-10-16 02:20:00,23.3,48.0,25.4,441.0,1.0
1987,2017-10-16 02:50:00,23.2,48.0,25.2,442.0,1.0
1988,2017-10-16 03:20:00,23.2,48.0,25.2,446.0,1.0
1989,2017-10-16 03:50:00,23.1,48.0,25.1,445.0,1.0
1990,2017-10-16 04:20:00,23.1,48.0,25.1,445.0,1.0
1991,2017-10-16 04:50:00,23.0,48.0,24.9,442.0,1.0
1992,2017-10-16 05:20:00,23.1,48.0,25.1,440.0,1.0
1993,2017-10-16 05:50:00,23.0,48.0,24.9,449.0,1.0
1994,2017-10-16 06:20:00,23.0,48.0,24.9,438.0,1.0
1995,2017-10-16 06:50:00,23.0,49.0,25.1,462.0,1.0
1996,2017-10-16 07:20:00,22.9,49.0,25.0,454.0,2.0
1997,2017-10-16 07:50:00,23.0,49.0,25.1,531.0,8.0
1998,2017-10-16 08:20:00,23.2,50.0,25.6,580.0,10.0
1999,2017-10-16 08:50:00,23.3,50.0,25.7,660.0,18.0
2000,2017-10-16 09:20:00,23.5,50.0,26.0,668.0,39.0
2001,2017-10-16 09:50:00,23.8,50.0,26.5,778.0,71.0
2002,2017-10-16 10:20:00,24.1,50.0,26.9,845.0,113.0
2003,2017-10-16 10:50:00,24.3,50.0,27.2,843.0,105.0
2004,2017-10-16 11:20:00,24.7,50.0,27.8,858.0,105.0
2005,2017-10-16 11:50:00,24.7,50.0,27.8,868.0,94.0
2006,2017-10-16 12:20:00,24.9,49.0,27.9,821.0,71.0
2007,2017-10-16 12:50:00,24.9,47.0,27.6,721.0,46.0
